ball 1,ball 2,ball 3,ball 4,ball 5,ball 6,ball 7,ball 8,ball 9,ball 10,ball 11,ball 12,ball 13,ball 14,ball 15,ball 16,ball 17,ball 18,ball 19,ball 20,king ball
7,8,12,15,17,25,27,30,31,35,39,40,42,50,52,55,59,61,62,66,8
2,9,17,20,23,26,32,36,37,38,40,41,50,51,53,55,58,62,66,70,53
2,4,5,7,15,23,31,32,35,37,38,39,49,53,55,61,63,66,69,70,35
3,5,6,12,16,18,21,22,25,27,43,44,45,50,56,57,59,61,62,69,3
3,4,5,8,9,12,23,25,31,33,38,40,43,44,47,48,51,53,68,69,48
1,2,4,5,8,9,13,20,21,23,24,31,38,49,54,59,61,64,65,70,24
12,15,16,17,19,24,27,28,30,34,38,41,42,48,52,60,61,62,63,67,17
2,5,6,8,9,10,20,24,33,35,36,49,52,57,60,61,64,65,66,70,52
5,11,13,17,18,24,28,33,34,38,41,43,48,50,51,56,58,65,68,70,11
4,6,7,8,9,13,22,25,29,32,38,39,42,43,50,51,55,56,59,70,8
4,6,10,15,24,26,29,30,31,32,39,40,41,43,53,56,57,61,63,64,6
1,4,5,13,19,22,23,30,33,35,40,47,48,51,52,54,56,62,64,70,62
1,2,4,5,9,10,11,15,20,31,34,38,47,50,53,55,57,59,67,69,59
4,5,8,12,15,18,19,20,22,27,28,34,35,54,56,59,60,61,62,70,35
6,9,10,11,12,13,15,20,26,30,35,36,37,38,40,46,49,61,64,70,35
3,4,5,8,10,13,17,18,23,27,28,37,38,50,52,57,59,60,61,68,28
1,3,5,10,15,16,17,19,27,30,33,35,41,51,52,55,59,62,63,64,19
4,5,7,8,12,15,16,19,24,27,29,32,37,48,51,54,56,64,65,68,54
2,7,10,15,22,25,30,31,32,35,36,38,44,49,55,57,61,67,69,70,61
5,7,9,22,23,24,25,28,30,31,32,36,38,43,50,54,57,63,65,68,50
2,4,14,16,17,20,21,26,31,33,35,41,43,46,47,48,56,58,61,65,58
5,6,10,20,21,22,25,27,29,30,37,38,45,49,51,53,60,61,66,67,22
2,3,9,14,16,19,20,25,26,30,32,33,43,44,46,49,53,59,65,69,14
4,5,6,7,8,11,16,26,27,29,34,40,41,42,50,51,56,60,62,68,27
1,9,10,12,14,18,34,36,41,48,49,50,52,53,54,55,62,65,66,68,52
1,2,6,7,16,24,25,26,30,32,34,35,39,47,53,57,60,66,68,70,1
10,11,14,17,22,24,25,27,30,33,36,42,43,47,50,54,63,66,68,69,43
2,3,4,7,10,15,24,33,34,35,38,40,43,45,47,56,58,61,63,64,33
2,11,16,19,20,21,24,27,30,34,35,37,41,42,43,46,50,51,60,67,51
10,15,19,26,27,31,32,34,35,38,39,43,44,48,52,57,60,61,65,67,57
6,11,19,29,31,33,36,38,39,43,44,48,54,57,60,61,63,65,67,69,63
4,8,13,17,21,22,25,29,37,38,39,50,51,53,56,57,60,61,66,69,51
9,10,12,15,16,20,21,25,28,30,31,40,41,45,47,48,53,62,67,69,45
4,5,10,12,19,20,22,24,26,27,28,33,36,41,47,51,52,58,64,65,5
1,7,19,20,22,25,26,31,33,36,39,40,43,47,59,65,66,67,68,70,39
1,6,10,12,13,17,20,29,34,35,40,42,43,47,48,49,50,54,67,70,34
4,5,10,12,16,17,20,22,27,31,36,44,46,50,52,58,62,64,66,69,16
8,10,18,21,28,30,34,37,39,41,42,43,50,52,59,60,62,64,69,70,64
6,8,10,11,14,19,25,27,30,33,36,37,44,47,49,51,59,60,62,67,10
2,5,6,16,17,22,25,26,27,33,34,45,48,51,52,62,63,64,65,70,45
1,3,4,7,10,12,13,14,16,20,25,27,30,33,40,44,48,60,62,63,27
15,16,18,20,22,29,34,37,39,40,41,42,45,47,49,52,53,55,59,64,49
1,3,4,5,15,19,20,21,22,25,35,38,46,50,59,60,61,65,66,68,60
5,9,12,13,14,15,17,23,25,33,38,39,42,52,53,59,60,62,66,69,62
1,3,11,14,20,21,22,23,32,34,41,43,45,49,51,52,58,59,64,69,34
2,3,4,9,10,19,20,23,24,25,26,28,32,36,39,45,46,52,60,66,3
1,2,8,9,16,21,23,26,28,30,31,32,34,35,49,56,62,63,67,70,30
2,13,17,19,28,34,35,38,39,40,41,45,46,49,50,51,53,54,58,59,50
5,13,16,18,19,24,25,33,34,38,39,43,47,48,53,54,58,61,62,67,43
1,7,10,12,20,21,29,30,31,38,41,42,43,52,53,57,58,59,60,67,42
2,4,13,14,21,24,29,32,34,35,45,47,50,51,57,58,60,63,64,70,45
4,5,8,9,12,15,16,18,20,24,25,28,30,31,33,40,44,48,51,68,15
5,9,11,14,17,19,24,26,27,28,30,32,33,37,41,43,46,48,51,58,11
1,2,3,4,7,11,18,19,23,27,31,37,43,51,52,58,63,66,67,70,18
6,10,13,15,18,19,24,25,28,33,43,45,46,49,50,51,60,62,66,68,43
2,3,12,13,18,23,24,29,32,33,45,48,51,52,53,55,58,61,64,68,18
2,3,11,12,13,15,21,23,27,28,31,32,35,42,47,52,53,54,57,62,2
2,7,9,12,14,18,20,24,27,28,34,38,40,42,50,52,59,60,63,64,14
5,7,9,10,11,12,18,30,36,42,43,45,53,58,61,62,64,65,67,68,43
1,9,10,17,20,21,23,24,28,31,34,35,37,39,42,44,47,54,56,62,44
3,8,10,11,14,16,19,24,26,28,34,41,45,46,47,54,55,57,63,70,57
4,15,17,22,24,30,31,37,44,45,47,49,51,54,58,59,62,63,68,69,49
1,2,5,10,13,14,16,22,28,30,32,42,50,52,54,55,57,59,66,69,13
2,4,5,6,7,11,14,22,25,26,29,35,36,37,39,43,44,50,51,59,4
1,8,9,11,13,14,17,25,26,29,31,32,41,43,45,59,62,63,66,67,63
6,9,21,22,23,26,27,29,33,36,40,41,43,47,49,50,55,65,67,68,40
3,8,10,12,13,17,28,33,35,38,40,42,43,45,48,54,55,58,60,65,13
1,3,4,8,19,21,24,27,29,34,38,43,45,53,55,57,62,63,64,66,34
4,5,7,10,12,13,16,26,28,38,40,43,50,51,54,55,57,59,68,70,51
1,7,9,14,15,16,21,24,28,35,36,37,38,39,40,43,45,56,57,65,65
6,9,12,14,16,19,20,23,26,33,35,44,45,47,48,54,56,58,59,67,16
4,6,12,20,31,33,36,37,38,41,44,48,50,55,57,59,60,63,67,68,37
2,3,5,11,20,28,29,31,34,37,40,41,43,46,50,51,52,60,64,70,60
2,4,7,11,13,14,27,33,38,39,44,46,49,51,53,56,58,60,62,65,60
2,3,10,11,19,30,31,36,37,38,39,43,44,50,51,53,54,62,64,70,10
2,8,10,12,16,21,28,33,43,48,49,50,52,53,54,58,59,60,68,70,43
1,3,6,10,11,19,20,21,23,26,29,34,39,40,51,56,60,64,65,66,23
4,6,9,10,11,17,19,20,24,27,29,37,38,42,43,50,57,59,60,67,38
3,10,14,15,17,18,28,36,41,43,44,45,50,52,53,57,58,59,66,69,15
2,4,9,10,15,18,22,24,26,33,36,45,46,49,50,55,60,65,68,70,55
5,6,17,19,20,21,25,28,30,35,38,39,46,54,58,59,60,61,64,70,30
1,7,8,10,13,15,22,26,34,43,44,50,51,55,56,58,60,64,65,66,55
1,3,6,14,15,19,24,25,26,28,36,37,39,45,49,55,56,59,67,68,45
5,8,10,16,18,20,28,29,31,32,34,36,45,46,48,55,58,62,67,70,18
3,4,11,16,17,20,26,31,33,37,40,43,46,47,48,51,59,61,64,69,26
1,7,9,10,20,22,23,24,25,27,30,34,36,38,41,46,48,57,58,64,25
1,3,5,14,15,23,30,35,38,39,42,45,49,52,56,58,59,61,63,65,45
13,19,20,21,27,29,30,31,33,39,40,51,52,53,54,55,56,62,63,64,56
8,11,15,17,19,20,24,27,28,29,30,32,37,38,41,45,59,60,61,70,37
3,4,8,9,13,16,17,21,23,24,32,41,42,54,56,59,61,63,64,65,61
4,8,9,10,13,14,23,26,30,33,42,43,46,51,55,59,60,61,64,69,55
3,4,5,8,10,18,19,21,23,34,35,40,42,43,44,45,47,58,65,68,68
5,8,15,16,17,21,22,23,25,26,28,37,38,41,43,51,52,53,55,68,53
2,3,10,17,18,19,21,31,34,35,36,37,40,41,50,53,54,55,60,64,64
1,2,7,12,15,21,24,26,30,35,37,40,48,54,57,58,62,66,67,68,21
6,7,21,22,23,24,25,36,39,41,42,43,46,47,48,50,51,52,53,58,52
7,10,11,12,14,16,24,25,31,32,38,43,44,47,55,56,58,60,64,69,69
9,16,18,24,26,27,28,29,30,36,38,39,40,41,45,49,50,53,55,59,28
2,3,9,13,17,26,30,43,45,46,48,49,53,54,60,64,65,67,68,69,64
17,18,21,31,32,33,34,36,41,48,49,50,53,55,56,58,60,63,69,70,31
4,5,9,11,13,14,16,17,21,29,35,39,41,47,54,56,57,63,65,67,14
2,3,9,10,11,12,18,19,23,26,27,28,32,44,56,57,60,61,67,69,10
9,10,11,19,20,23,25,33,34,38,41,43,44,48,52,58,61,62,64,69,9
2,3,8,15,23,26,28,32,33,36,42,44,45,47,49,54,55,56,60,65,44
4,5,10,12,13,16,19,23,32,37,39,46,48,51,52,55,56,61,64,68,32
1,3,6,13,18,19,26,27,30,35,42,46,47,48,50,52,65,67,68,70,3
1,3,13,16,18,19,22,23,27,32,34,35,38,43,56,59,60,62,67,69,13
1,2,3,11,14,17,19,20,22,23,25,36,38,43,46,48,50,51,58,67,36
4,8,11,13,23,25,26,31,32,39,44,46,56,58,61,63,64,65,67,69,8
2,8,17,21,22,25,26,31,33,34,35,39,47,50,54,60,62,66,68,70,70
12,16,28,32,34,35,39,40,41,42,45,46,51,52,54,66,67,68,69,70,16
3,6,14,19,21,27,32,36,39,42,45,46,48,49,50,53,56,58,66,70,42
1,5,9,10,16,19,20,22,24,30,31,32,39,41,46,51,52,57,60,63,19
7,9,16,17,19,21,22,23,25,29,33,35,47,52,53,58,59,64,67,69,9
9,11,12,14,19,28,30,33,42,44,45,50,51,52,61,63,64,65,67,69,44
1,2,3,4,9,11,16,24,26,28,30,36,38,41,48,53,59,61,69,70,69
1,4,7,13,21,24,25,26,27,28,32,35,43,48,49,57,59,64,67,68,57
2,3,6,9,11,17,20,23,24,31,32,40,42,45,46,48,50,51,59,64,9
1,7,9,12,16,18,23,24,31,34,35,40,47,55,56,57,59,61,67,69,7
6,7,9,17,19,25,28,32,33,34,36,38,39,45,49,51,58,61,67,69,9
6,9,14,16,24,27,30,32,33,37,48,49,50,51,52,57,63,66,67,69,51
2,3,11,14,16,21,22,30,32,33,44,48,50,51,55,63,64,65,69,70,51
1,8,19,22,24,26,27,32,33,34,35,36,43,49,56,60,61,64,67,69,69
6,7,9,11,12,13,22,32,37,38,40,43,47,54,57,59,62,63,64,68,6
2,4,8,12,22,23,24,27,29,37,39,40,42,44,46,48,49,50,56,58,2
2,11,12,14,22,23,24,29,34,36,38,51,56,59,61,63,64,66,67,70,36
1,2,3,10,11,12,21,23,30,31,34,42,48,49,51,57,58,61,64,67,42
1,2,8,9,18,20,24,25,27,28,31,32,38,39,42,50,52,55,61,68,2
3,4,5,8,10,17,20,22,24,27,33,38,39,40,43,50,51,63,64,68,24
5,6,8,11,12,13,20,29,30,34,36,37,47,49,50,59,60,62,65,69,65
2,3,4,5,7,20,21,22,24,26,29,34,35,36,41,46,49,59,65,69,3
1,2,5,6,8,12,13,17,23,32,33,40,45,46,50,52,55,56,58,70,6
4,9,20,24,26,27,29,31,34,37,38,39,43,44,47,53,55,59,61,66,66
1,7,8,12,15,20,23,25,40,43,45,47,50,55,56,60,65,67,68,69,67
1,2,4,6,7,12,20,23,25,29,31,38,40,41,50,52,57,63,68,69,23
7,11,13,14,17,20,21,31,33,36,38,39,46,50,57,58,60,67,69,70,20
1,3,6,8,10,15,27,28,30,33,34,39,43,48,53,55,58,59,65,66,39
1,2,3,12,25,26,27,30,31,32,33,35,36,38,45,53,54,60,62,64,3
1,3,9,13,14,15,16,20,29,33,35,37,40,45,46,48,50,60,62,65,37
6,9,11,17,20,25,26,29,35,38,40,43,47,48,56,62,65,66,67,69,29
1,2,6,12,16,23,24,27,31,34,36,39,42,52,53,56,63,65,66,69,6
2,4,5,12,14,16,17,18,20,29,30,36,37,39,42,55,56,61,67,69,2
1,2,8,11,19,25,29,30,31,33,35,37,41,46,52,54,56,60,63,68,33
3,6,10,15,23,28,35,38,41,48,51,52,55,57,58,59,61,63,66,70,15
3,6,12,18,19,21,23,27,29,31,35,40,42,46,52,60,61,66,69,70,3
1,5,6,13,19,21,22,25,31,35,40,41,44,49,53,59,61,65,69,70,49
2,3,8,14,15,17,19,22,29,30,31,32,38,41,47,48,55,64,65,70,14
2,5,6,9,10,11,14,19,31,32,34,36,39,43,44,47,48,52,58,59,9
3,6,12,14,15,17,21,23,25,27,32,36,37,39,42,44,48,49,53,55,25
14,16,22,24,30,33,36,40,42,45,48,50,53,57,58,60,63,66,67,69,22
5,13,14,15,17,23,30,31,34,43,44,45,49,51,52,53,56,64,67,69,5
5,8,12,16,25,26,27,32,33,35,37,38,40,45,47,57,58,61,69,70,12
1,3,4,8,11,13,16,24,31,34,35,37,42,43,46,55,56,60,62,65,31
3,5,12,17,20,22,32,33,40,41,45,47,50,54,58,61,62,64,65,70,12
9,18,21,22,27,28,29,30,31,35,42,43,46,48,52,55,58,61,62,67,46
1,5,8,9,10,15,17,22,27,28,31,38,46,58,62,63,64,66,67,68,28
3,4,8,9,12,13,16,20,21,24,26,30,34,41,54,56,57,59,61,66,57
2,13,20,21,22,31,33,38,39,41,42,44,47,50,51,57,60,67,69,70,38
4,8,12,14,24,25,30,31,32,37,38,39,41,47,48,55,60,61,63,70,25
4,10,14,18,24,28,29,34,40,43,47,48,49,51,57,60,65,67,69,70,40
1,12,13,15,16,18,23,29,31,33,35,40,41,49,54,55,58,62,64,70,58
1,4,5,8,14,18,19,23,24,25,31,34,36,39,46,50,54,56,67,70,67
9,10,13,14,15,17,20,21,22,28,34,37,42,43,45,50,54,55,69,70,42
4,5,7,20,21,23,25,28,37,38,41,49,50,58,60,61,62,64,65,69,50
5,8,16,19,20,27,30,36,40,42,43,46,47,48,49,54,63,64,67,69,54
3,6,9,13,16,18,21,22,23,29,31,32,34,37,43,44,45,55,69,70,43
1,5,8,12,13,15,18,23,29,30,31,33,37,41,43,52,56,67,69,70,29
1,2,5,9,11,22,25,26,28,33,37,45,47,52,58,59,62,63,65,67,11
6,9,16,19,21,24,28,31,34,35,36,38,40,41,44,49,53,56,64,70,41
2,12,26,27,29,30,33,35,36,39,41,42,44,50,59,63,64,66,67,68,36
7,10,12,17,18,21,27,28,29,31,34,36,39,41,44,47,54,56,64,65,7
2,6,7,11,17,22,38,44,46,49,53,54,55,56,59,60,61,62,66,70,2
4,5,6,14,15,16,22,25,31,33,44,45,46,47,55,57,64,66,69,70,57
5,8,11,12,13,15,23,24,26,28,35,36,48,53,55,56,57,58,66,68,23
4,7,10,11,16,19,24,25,27,29,30,31,36,41,47,54,63,65,67,69,54
5,9,23,24,25,26,29,30,31,35,40,44,45,50,54,57,61,63,64,69,45
3,6,10,14,18,20,22,28,29,37,39,41,44,45,51,53,57,60,61,67,57
1,2,3,4,5,9,14,18,29,30,35,37,40,43,48,49,50,61,62,63,37
12,13,15,19,20,22,23,25,28,29,32,35,41,43,50,51,58,60,61,68,20
2,6,14,17,19,20,21,28,30,31,38,39,43,48,53,54,55,56,63,70,2
2,6,8,17,20,25,26,28,30,31,32,37,46,51,56,61,63,64,67,68,63
5,10,17,18,19,22,26,27,33,38,39,41,42,44,49,55,56,62,69,70,49
3,5,6,10,16,21,24,36,44,45,49,52,55,58,59,60,61,63,65,69,63
4,9,19,20,23,28,34,36,40,41,44,46,56,59,61,65,67,68,69,70,36
1,6,7,13,14,15,16,19,22,27,32,43,44,47,56,59,60,63,64,67,19
1,7,9,20,28,38,43,47,48,49,50,51,53,54,61,62,64,65,66,69,50
7,11,13,14,18,19,23,28,30,33,37,38,46,53,55,60,61,65,66,70,66
4,6,7,8,14,17,23,25,30,32,36,37,44,45,48,55,57,58,61,64,55
2,4,5,6,17,18,24,26,33,34,40,41,44,45,57,58,60,62,63,65,65
1,5,8,11,12,15,19,20,21,28,29,30,34,43,44,47,55,56,67,68,11
6,13,16,19,20,25,27,36,38,40,43,45,47,50,53,56,57,64,67,70,47
4,6,9,10,12,14,16,21,22,24,29,32,33,38,42,48,56,59,63,68,48
2,4,9,15,19,20,21,22,27,32,34,36,38,39,42,48,50,53,58,59,27
2,4,5,7,12,14,20,21,23,25,30,39,43,47,50,52,56,57,62,65,25
1,11,13,14,16,20,22,23,27,29,30,39,43,44,50,52,54,65,67,70,23
3,4,5,7,16,18,22,28,30,35,36,37,38,39,40,47,55,59,67,69,47
3,7,10,13,14,15,25,29,32,36,43,45,49,54,55,57,62,64,67,70,36
3,4,6,9,13,15,20,22,27,32,37,40,48,52,53,55,58,60,64,70,60
2,7,8,14,17,19,23,24,25,26,31,33,35,38,42,43,49,50,61,64,42
6,7,8,9,13,19,20,31,33,35,36,40,50,51,57,61,63,65,69,70,20
2,4,8,9,13,14,23,26,33,37,38,40,45,46,47,48,51,58,59,67,26
1,9,10,11,15,16,20,24,30,31,33,36,42,45,51,52,55,63,66,67,51
2,4,7,8,20,22,27,30,31,32,33,35,40,44,57,59,63,66,67,68,57
1,2,3,10,11,18,22,25,31,34,36,40,43,44,46,49,50,55,63,67,49
8,13,15,20,24,27,36,37,38,41,43,46,47,51,52,54,58,61,64,68,36
4,11,13,14,19,22,23,28,30,33,34,35,39,43,47,52,57,58,67,69,23
7,9,11,12,13,15,16,17,22,24,28,31,37,38,43,44,52,54,58,69,52
2,3,11,16,18,28,31,33,34,35,39,43,47,52,55,57,59,63,66,70,3
5,8,14,15,16,18,24,25,32,34,36,37,42,49,52,57,62,63,66,69,69
7,9,10,11,12,17,26,27,30,31,32,41,46,49,55,56,61,63,66,67,12
1,2,3,6,9,15,21,23,25,27,38,46,50,56,57,58,59,61,63,69,23
1,2,5,9,12,14,19,21,23,34,40,44,45,47,49,50,53,64,65,70,5
2,3,6,13,14,17,22,26,30,35,41,43,44,50,52,55,56,57,58,59,57
2,4,14,18,21,23,25,34,38,40,42,44,49,52,55,57,62,64,67,68,18
2,6,8,12,14,15,16,23,26,27,30,31,35,37,53,54,55,61,66,69,12
1,2,3,5,8,11,12,16,24,26,30,41,44,45,52,56,58,59,60,66,8
1,3,4,8,12,17,21,25,29,33,34,36,40,47,48,54,57,61,64,70,29
2,4,10,11,12,17,18,20,24,26,30,32,35,37,42,43,45,58,64,66,17
7,8,9,10,11,12,16,19,20,24,25,28,29,31,39,53,54,55,57,61,10
1,7,14,17,19,21,24,29,30,34,38,41,42,45,49,51,53,56,69,70,7
4,6,11,13,15,16,25,28,38,40,41,44,48,51,52,53,55,56,66,70,16
2,5,12,16,21,22,29,31,37,38,39,41,44,49,53,56,61,65,66,68,29
1,2,4,10,15,20,21,26,27,30,39,41,45,49,54,56,60,61,62,66,1
2,3,7,9,22,23,24,32,35,36,38,43,44,47,50,51,54,61,67,69,67
4,8,14,16,17,26,28,31,38,43,45,48,51,52,53,54,55,56,58,64,26
3,4,9,15,16,19,23,25,27,37,38,44,50,52,55,57,60,61,65,69,44
3,7,9,10,14,16,18,21,24,26,28,44,52,53,55,57,59,64,65,68,28
1,5,6,8,14,16,18,20,21,22,30,31,35,45,48,49,56,62,66,67,45
1,6,9,10,11,14,15,17,20,21,22,35,39,41,45,52,60,65,67,69,35
5,11,12,13,15,16,20,28,29,30,31,37,39,42,43,47,50,53,67,70,20
2,5,6,11,13,22,24,25,27,28,30,32,40,42,51,55,60,62,68,70,25
8,9,13,17,19,22,23,29,31,37,38,42,52,53,54,56,58,63,64,67,29
1,6,11,16,17,18,19,21,24,41,42,44,45,50,52,53,56,60,63,68,18
5,8,11,12,15,21,23,26,30,32,33,36,40,49,57,58,59,60,61,62,21
8,9,12,13,17,18,21,24,25,28,33,36,37,43,49,53,55,56,58,65,17
3,6,10,21,23,27,28,29,35,36,38,39,43,46,47,54,58,64,67,70,67
4,5,8,12,21,22,27,30,31,32,34,35,36,37,38,46,55,56,58,62,62
1,4,6,12,15,16,17,18,23,25,27,28,32,46,47,53,56,57,63,69,16
4,7,8,9,12,13,15,16,23,26,33,35,40,41,45,47,49,51,56,67,41
2,3,4,7,12,15,16,18,21,23,25,27,30,32,35,41,47,60,65,67,3
7,18,19,25,32,33,37,38,42,44,46,47,51,52,55,56,57,65,68,69,44
1,7,10,16,18,19,22,23,25,35,36,40,41,49,55,56,58,59,60,64,7
2,3,7,12,14,17,18,19,23,36,38,39,41,48,53,55,56,62,64,67,41
8,11,14,15,18,22,29,32,34,38,39,40,44,46,50,53,54,56,67,69,29
2,5,9,12,16,24,27,30,32,33,35,36,45,46,52,54,59,65,66,67,59
4,10,15,17,27,28,30,34,36,37,38,41,45,49,51,52,53,56,66,68,27
4,7,11,14,17,18,23,29,30,39,40,41,43,44,46,49,52,60,62,69,40
4,6,13,16,20,21,24,25,33,34,35,37,39,45,50,51,57,64,67,68,20
2,3,4,9,20,25,26,27,31,35,39,40,42,43,45,57,59,60,62,69,9
2,9,11,15,17,24,26,35,37,38,43,44,50,59,60,62,65,66,69,70,35
2,7,9,10,12,14,24,26,27,33,35,37,40,45,64,66,67,68,69,70,14
1,6,8,9,10,14,15,18,21,23,30,31,42,43,44,47,50,54,55,64,21
2,5,12,21,22,27,29,30,32,34,36,39,41,42,46,47,52,58,59,66,2
3,4,11,12,14,17,18,19,25,29,30,39,42,45,46,48,50,53,58,64,48
6,7,11,13,14,16,26,33,39,41,51,52,56,57,59,60,62,65,68,70,13
4,10,16,18,21,22,31,32,34,35,41,45,52,56,57,58,60,67,68,69,60
3,4,6,7,9,11,16,24,29,31,37,39,41,44,45,47,56,57,59,64,56
1,2,8,11,20,24,27,31,32,34,35,36,37,39,40,41,44,50,55,67,32
4,5,8,15,17,21,22,25,30,31,35,37,38,43,45,46,54,58,63,70,15
7,9,10,11,14,18,21,29,35,38,40,41,42,44,45,51,52,54,62,70,52
3,9,13,15,16,20,21,22,28,35,36,39,42,43,45,55,60,64,68,69,20
1,2,8,9,17,20,23,25,29,33,35,43,44,45,49,53,54,55,63,66,9
1,2,8,11,16,18,19,24,29,32,37,38,39,46,47,52,56,57,60,66,52
1,5,6,13,16,25,30,31,37,39,44,45,46,47,48,49,52,55,63,67,25
3,6,10,28,29,33,39,41,42,43,44,48,51,54,58,60,63,64,66,70,3
2,4,6,10,13,19,24,26,27,30,31,34,37,42,45,46,50,64,66,67,27
3,10,16,18,20,23,28,29,31,32,34,35,36,40,58,60,61,66,67,68,61
8,12,17,24,25,28,29,30,31,34,35,40,44,45,57,58,59,66,67,68,35
1,2,4,6,7,12,15,23,24,27,29,31,35,36,38,48,56,58,59,63,1
3,6,8,14,15,17,20,23,28,29,33,34,39,52,53,55,57,61,68,70,20
2,16,27,29,31,33,35,40,41,42,44,47,48,49,57,59,60,62,68,69,44
1,3,7,10,14,21,28,31,34,38,39,48,53,54,59,60,61,63,65,66,59
4,5,6,9,11,13,14,17,18,22,26,33,35,38,45,52,57,60,61,65,61
4,15,16,24,27,28,29,30,31,33,38,53,54,55,60,61,63,66,67,70,31
3,4,7,9,11,12,20,27,37,40,45,49,51,52,55,56,57,58,63,66,3
2,4,6,15,21,22,24,32,38,39,41,42,44,46,47,49,53,54,60,61,46
6,9,10,16,18,19,20,22,28,30,35,37,38,40,42,46,47,53,56,57,9
1,6,8,9,12,14,21,23,28,34,44,49,53,55,57,58,61,63,69,70,44
2,5,9,14,15,19,24,25,32,33,35,40,43,50,53,57,62,65,68,70,32
1,7,11,12,13,14,17,23,27,31,44,47,48,50,54,55,59,60,62,67,27
1,3,8,13,17,18,27,34,40,43,48,49,51,52,53,55,59,60,66,69,40
5,10,14,15,18,19,21,31,33,38,40,41,46,49,50,55,59,60,61,70,40
1,4,5,10,11,14,19,26,35,39,43,44,46,48,50,53,55,62,64,65,62
13,16,21,24,25,27,29,32,40,41,42,43,46,48,50,60,62,65,67,68,50
3,4,6,8,10,13,25,28,32,34,35,38,41,45,48,53,59,66,67,70,8
1,4,6,7,9,10,14,15,17,21,23,24,27,39,46,51,52,53,57,66,52
4,7,10,11,14,19,20,23,31,32,37,40,43,45,46,49,53,54,56,61,20
1,6,11,17,18,20,22,25,26,28,33,40,41,42,57,60,63,65,66,70,66
4,8,12,15,16,17,24,28,30,32,37,40,47,48,50,53,65,67,69,70,17
4,6,8,9,12,13,21,28,33,36,37,44,47,48,55,64,65,67,69,70,21
4,6,7,9,10,12,17,19,29,31,38,39,41,42,49,54,55,62,63,64,42
3,5,6,7,10,11,14,15,18,24,27,34,35,36,49,53,56,62,64,66,18
2,5,9,13,18,19,26,27,28,30,38,41,43,53,58,59,60,62,65,67,43
8,17,19,21,23,25,27,28,30,33,34,38,41,44,51,56,57,58,59,60,34
2,3,6,7,10,13,18,22,30,32,33,40,43,46,51,56,59,60,63,68,63
1,4,5,8,14,18,19,20,25,32,38,39,40,41,48,49,51,61,66,67,14
3,5,9,12,24,25,26,28,30,33,34,36,37,41,43,50,52,53,59,66,37
2,6,8,12,17,33,36,38,39,41,42,44,45,50,52,55,56,62,66,67,45
2,4,9,11,12,21,27,34,36,40,46,49,52,54,56,57,58,60,61,66,4
3,12,18,19,21,28,29,30,35,40,43,44,51,54,55,57,59,65,67,68,67
5,7,8,13,16,18,19,23,24,29,30,37,42,46,48,56,57,64,65,66,30
11,16,17,18,24,25,28,29,32,38,44,45,49,56,58,59,63,64,68,69,16
7,11,16,19,20,21,22,24,30,37,39,40,47,54,55,60,61,64,68,70,19
4,6,11,12,17,22,23,27,30,33,35,36,37,42,50,51,53,57,68,69,50
2,5,7,8,10,19,24,25,26,32,35,37,40,42,46,47,52,53,68,70,46
1,4,8,14,21,26,30,31,32,40,41,45,46,52,59,60,62,63,64,68,46
3,4,6,14,26,28,30,33,36,41,43,46,48,50,51,52,53,58,59,63,26
1,14,15,19,32,33,39,42,45,46,49,50,51,52,55,59,60,63,65,70,32
6,8,16,17,21,30,34,35,37,40,44,46,47,50,51,52,54,59,61,67,44
1,7,11,13,14,16,18,20,21,25,27,34,35,41,42,44,51,58,63,64,41
1,12,14,16,17,18,23,24,26,28,37,41,44,45,48,53,59,62,63,66,37
1,6,11,19,20,21,22,23,26,33,39,44,46,48,49,57,58,60,68,70,21
1,7,8,14,19,23,34,40,41,42,44,46,48,49,51,54,57,58,61,69,61
3,5,8,11,13,16,19,20,27,32,38,42,47,48,49,55,56,58,67,70,5
6,7,9,10,11,13,18,22,27,28,31,32,35,50,52,56,61,62,65,67,13
1,3,5,13,15,16,21,28,29,32,38,40,42,43,44,54,56,57,65,70,42
4,6,9,17,19,24,33,34,36,38,39,40,42,46,47,50,51,58,59,65,33
6,8,9,16,18,22,29,32,33,37,43,45,48,49,50,53,61,62,63,68,63
4,10,17,20,25,26,27,29,31,32,36,37,41,43,44,56,58,60,66,69,43
3,5,16,26,29,32,34,36,39,43,45,51,52,54,55,58,60,66,68,70,5
2,3,6,7,8,9,11,16,17,21,23,30,31,40,43,45,54,55,56,66,7
1,2,5,9,12,14,17,20,22,36,37,38,48,51,56,57,58,60,64,69,5
1,11,12,13,14,21,24,25,27,34,35,40,46,47,50,52,58,60,62,65,14
4,5,10,13,20,22,25,26,30,31,32,35,37,42,44,48,55,58,59,66,58
2,14,18,20,24,25,27,29,33,35,41,47,49,50,51,56,57,64,67,68,33
9,15,24,26,27,28,30,32,34,37,39,43,48,53,54,58,59,63,64,65,63
3,5,16,18,25,26,30,31,34,38,43,44,45,47,48,54,56,62,66,70,25
5,6,12,13,20,21,22,23,24,25,28,32,36,41,46,59,63,64,65,68,21
3,4,6,7,8,14,15,17,19,20,23,24,38,39,42,45,47,48,51,69,3
2,3,5,6,8,10,17,20,27,32,33,37,39,40,45,46,52,62,66,70,46
