ball 1,ball 2,ball 3,ball 4,ball 5,ball 6,ball 7,ball 8,ball 9,ball 10,ball 11,ball 12,ball 13,ball 14,ball 15,ball 16,ball 17,ball 18,ball 19,ball 20,king ball
2,3,9,13,16,23,27,30,31,36,40,45,46,47,50,62,63,65,66,68,40
1,2,9,13,20,24,26,27,30,34,38,39,42,46,50,52,53,55,61,63,2
4,5,12,13,17,21,26,28,29,30,31,32,43,50,51,52,53,56,65,69,5
1,5,6,10,11,16,20,21,27,28,29,34,36,46,47,54,55,58,59,62,20
3,5,8,12,19,22,29,30,37,39,43,50,52,55,56,57,58,60,61,68,50
1,8,11,18,24,25,26,29,30,31,35,45,48,50,52,55,56,60,67,70,50
3,4,11,12,13,14,19,23,24,25,27,29,47,48,50,54,57,62,65,67,14
1,3,8,12,15,16,18,22,27,31,32,33,40,41,45,48,53,59,62,69,3
1,3,4,12,14,16,17,19,28,34,35,40,41,54,56,59,63,64,65,66,56
1,8,12,13,14,19,21,26,27,28,38,44,45,49,50,55,59,64,65,66,8
4,9,10,11,12,14,19,21,23,25,26,27,28,30,38,42,44,51,55,58,23
8,9,12,14,17,18,20,22,23,33,35,37,38,44,47,51,55,61,65,69,44
3,4,6,12,15,22,29,31,32,34,35,37,38,43,46,47,57,58,60,62,35
1,2,3,6,9,10,13,14,16,17,18,27,28,37,45,53,56,63,67,68,18
7,8,15,19,21,22,27,28,33,43,45,47,48,49,53,57,59,64,65,68,7
5,21,24,25,31,34,37,38,42,45,47,50,51,52,53,55,57,60,61,70,55
6,9,12,17,19,20,22,25,26,28,33,34,36,41,42,48,52,54,58,65,22
6,7,8,18,21,22,25,26,34,41,42,44,45,47,49,51,58,61,64,66,42
1,3,7,8,10,14,15,19,21,26,34,38,39,40,42,46,52,63,64,69,14
5,6,7,9,10,12,18,20,21,26,34,35,40,45,46,56,58,59,63,69,12
5,7,9,11,13,14,24,28,32,36,37,40,42,44,53,56,60,65,68,70,65
5,9,11,16,19,20,22,34,35,36,37,41,45,48,49,51,52,55,62,70,45
3,4,8,11,21,24,28,31,33,40,41,43,54,56,57,58,60,68,69,70,8
1,3,18,20,22,25,26,29,32,38,39,45,49,57,58,61,62,63,65,68,22
3,13,15,17,21,25,27,30,35,42,46,50,56,57,58,59,62,64,67,69,57
3,7,11,13,14,23,28,35,38,40,41,43,44,47,53,61,65,67,68,70,14
2,3,4,5,7,9,10,25,35,36,38,40,42,48,56,57,66,68,69,70,5
2,3,11,12,15,23,24,31,34,36,38,45,52,56,62,63,64,67,68,70,11
4,9,10,13,14,18,22,28,37,38,39,40,41,43,45,46,56,57,61,70,28
3,5,13,14,18,24,28,31,36,37,41,42,47,51,52,58,60,61,67,70,31
2,4,5,7,11,13,14,19,20,21,25,31,43,44,46,50,51,52,54,61,31
3,7,10,11,16,21,23,25,26,27,31,43,44,48,50,56,61,64,66,67,3
2,7,8,11,16,21,22,23,27,28,30,31,34,36,40,48,52,54,60,62,48
1,5,6,10,22,24,25,32,33,36,41,48,49,53,56,57,59,62,63,68,68
1,2,6,8,9,12,14,15,16,21,25,30,32,34,39,42,51,53,57,63,15
2,5,6,11,15,20,32,34,35,36,44,45,47,58,59,60,62,63,67,68,6
3,6,9,10,14,17,20,22,23,25,30,36,41,42,46,48,54,55,66,69,6
1,3,5,11,12,17,18,19,27,41,42,43,45,52,55,57,58,61,66,70,57
10,15,17,18,19,22,31,32,33,35,42,50,51,54,56,58,60,62,63,65,65
2,9,25,29,31,33,45,46,48,49,50,52,54,58,59,60,61,62,63,69,60
2,3,4,16,17,22,25,35,39,40,41,44,45,49,51,57,60,62,64,66,57
7,15,16,17,18,19,25,27,33,34,36,43,44,47,53,54,60,62,63,65,60
3,5,10,11,14,18,19,20,21,22,29,34,43,52,55,57,64,65,66,69,34
1,5,11,13,16,18,24,28,29,36,37,40,42,44,47,52,59,60,67,69,1
5,8,12,18,19,22,29,30,32,33,38,48,52,54,58,61,63,64,68,70,70
3,8,11,17,18,19,21,22,34,37,39,40,43,45,50,51,57,60,64,70,3
3,4,9,13,15,18,29,34,35,37,38,40,48,49,55,58,62,63,65,68,13
1,5,15,16,20,23,31,32,37,38,40,43,47,50,59,61,65,66,67,70,32
4,5,7,12,13,15,16,21,24,27,31,33,35,39,50,54,59,64,68,70,64
1,2,4,7,11,23,27,34,35,40,48,51,55,56,60,63,65,66,67,69,66
2,6,7,8,10,11,22,23,24,27,30,38,39,41,45,47,56,57,64,66,8
1,5,6,11,13,19,20,24,25,28,29,36,40,51,57,60,61,64,66,68,24
2,8,9,12,14,16,25,26,29,31,32,34,41,43,48,51,53,55,62,65,62
2,3,5,6,27,28,29,32,37,38,41,47,48,51,55,57,60,64,66,67,66
6,7,10,11,18,22,34,35,41,43,48,51,54,57,59,60,61,63,67,69,41
5,6,9,10,18,21,22,24,27,32,36,39,40,42,44,48,51,54,55,67,48
2,6,12,19,28,29,30,34,35,36,43,50,51,54,55,58,62,63,64,70,6
1,11,15,16,20,23,24,28,30,31,37,40,44,45,48,49,51,58,62,70,49
2,3,4,6,10,11,13,17,19,23,24,26,29,33,37,48,50,61,62,69,3
3,4,5,8,9,13,15,16,22,23,28,34,36,38,42,46,47,49,59,68,4
1,4,6,10,11,14,15,18,26,27,31,32,34,41,42,43,48,53,56,59,1
1,3,5,10,12,20,21,23,34,36,37,38,40,43,54,56,57,59,62,67,67
3,13,19,20,21,23,25,29,32,35,39,46,53,55,59,61,63,64,66,67,55
2,4,5,7,8,21,24,27,29,34,36,40,50,51,54,59,64,65,69,70,34
1,10,12,13,17,24,26,27,36,37,40,41,42,47,48,49,55,60,67,68,24
3,4,11,12,14,21,26,28,32,33,34,37,38,40,43,44,53,58,60,69,4
6,8,9,10,11,13,14,17,23,25,27,28,35,40,42,52,57,65,68,69,11
7,13,16,19,21,22,26,27,30,31,39,46,47,48,49,51,52,57,64,67,39
6,8,11,12,13,15,19,26,27,28,33,37,39,43,45,47,48,54,64,66,64
1,4,13,14,15,18,20,27,28,32,34,36,37,48,53,56,62,64,66,69,53
1,2,7,9,13,19,22,24,26,27,32,35,45,46,47,51,52,59,61,70,51
1,2,4,9,14,16,17,18,23,24,26,27,30,31,37,38,43,50,56,68,37
4,6,7,12,14,19,21,26,28,39,41,43,44,45,46,54,62,64,65,68,46
6,11,13,15,17,23,24,33,35,37,39,43,46,55,56,58,60,61,63,67,56
3,7,11,14,15,18,21,23,30,31,34,37,40,42,50,54,57,60,69,70,14
2,3,8,10,12,15,21,25,27,29,30,35,36,39,45,47,50,56,59,61,12
2,13,16,17,18,22,28,30,32,38,41,44,45,46,48,53,57,60,63,65,13
4,6,7,10,11,13,15,18,20,21,22,24,27,30,36,40,54,56,60,65,65
4,6,12,13,15,17,29,36,41,42,46,47,51,52,54,55,59,61,62,69,42
9,15,17,23,25,28,33,37,47,48,53,54,56,59,61,62,64,67,69,70,69
2,5,6,7,11,13,27,28,31,32,37,45,46,48,51,54,55,58,64,68,51
2,5,7,9,14,17,22,23,26,28,33,36,40,49,53,56,62,66,68,70,68
4,14,18,20,23,25,29,31,36,42,47,48,51,55,56,59,61,65,68,69,69
5,10,16,18,19,26,27,29,33,39,44,46,47,50,52,57,58,60,61,70,50
1,8,16,21,24,27,28,34,36,39,42,46,49,54,56,58,62,66,67,69,34
2,9,11,19,20,27,30,31,32,34,36,37,38,49,51,60,64,66,67,69,31
7,12,13,16,18,23,27,28,30,33,35,41,42,44,46,49,50,52,56,70,50
3,4,6,8,11,20,21,24,28,35,41,43,49,53,54,61,63,65,66,69,49
2,5,10,15,21,22,23,25,30,46,47,48,50,52,58,59,61,62,64,70,2
2,3,4,9,11,16,19,24,25,28,37,38,44,47,51,52,53,59,61,64,16
8,11,12,13,14,18,22,24,29,34,42,44,49,50,51,54,55,58,62,68,54
4,5,6,7,8,15,25,26,27,42,43,44,45,57,60,62,63,64,69,70,43
2,4,7,8,13,17,19,21,24,26,32,33,35,36,38,49,51,55,65,70,55
1,2,6,7,9,10,16,22,24,25,28,32,37,40,45,50,52,55,65,67,7
1,10,11,19,20,22,23,25,33,35,36,40,41,42,43,44,46,55,66,68,43
3,4,6,8,11,12,14,15,20,29,30,42,48,49,53,56,61,62,69,70,6
4,6,9,20,30,32,34,37,38,42,43,45,46,47,51,56,58,60,65,70,65
3,10,12,16,18,20,26,28,30,32,36,43,45,49,50,56,61,63,64,65,30
1,2,8,17,18,21,25,27,30,36,37,43,46,50,59,60,63,65,66,68,65
2,3,7,12,13,15,18,19,21,23,27,28,29,31,42,45,51,58,67,70,13
3,9,10,12,14,17,19,22,23,24,35,42,45,47,49,50,56,58,64,66,49
1,2,9,10,19,25,31,33,43,48,50,52,56,58,59,61,66,67,68,69,56
2,6,7,10,13,14,17,19,23,27,29,41,42,47,49,53,54,56,60,68,47
2,6,19,23,24,34,37,38,43,44,45,47,48,49,55,56,57,64,65,68,23
2,4,10,15,16,19,20,26,28,30,35,36,38,43,44,45,46,57,69,70,30
1,12,14,21,23,25,27,34,36,37,40,42,45,47,52,55,56,57,59,68,56
8,10,12,13,16,17,23,25,29,32,34,40,42,47,53,54,56,59,63,67,53
5,6,14,23,28,31,32,37,43,45,47,49,52,54,56,59,65,66,67,69,45
2,3,5,13,20,26,27,29,30,34,35,45,48,49,50,55,65,67,68,69,50
4,5,6,12,17,19,20,27,37,41,44,45,46,50,51,56,57,60,62,66,4
2,8,9,14,15,16,21,27,28,30,33,35,39,46,48,50,52,58,62,68,21
1,2,5,8,10,23,24,26,29,33,34,35,39,42,47,53,54,60,67,69,2
3,7,10,15,17,19,23,24,31,32,34,35,37,38,40,46,55,59,62,64,32
2,6,13,14,21,24,29,31,35,36,37,38,40,48,49,54,62,64,65,68,37
4,5,10,12,14,19,22,23,29,30,31,35,36,37,42,44,45,46,61,70,42
2,7,8,15,24,26,27,29,40,42,43,44,53,55,56,62,63,65,66,67,7
1,4,7,9,10,16,17,23,24,26,28,38,39,48,54,57,59,60,63,69,24
3,4,5,6,8,15,16,17,21,28,33,34,40,43,45,46,54,59,61,68,8
3,6,7,8,11,16,20,22,25,30,34,47,48,51,52,57,59,61,66,70,61
2,4,5,11,12,13,19,20,26,30,31,33,36,39,46,47,48,49,53,66,33
3,5,10,15,17,21,24,25,29,30,34,35,37,54,55,57,60,67,68,69,69
1,3,4,7,8,13,18,20,21,23,30,32,37,44,46,47,48,50,51,69,20
3,19,20,23,24,25,32,34,35,37,39,42,47,51,52,54,56,62,67,70,35
6,11,13,14,29,37,40,46,47,49,52,53,54,55,58,61,63,66,68,70,46
2,5,7,17,18,22,28,33,34,36,37,38,40,43,44,47,51,53,56,63,51
1,5,9,18,19,20,24,25,26,28,31,40,45,47,49,50,55,58,63,64,45
1,13,15,16,24,25,29,35,37,40,41,49,50,52,53,57,62,66,68,70,29
3,12,14,15,17,19,31,32,33,34,37,39,53,56,59,62,63,64,66,67,33
5,15,19,21,30,32,39,42,43,45,46,50,51,53,55,59,64,65,66,70,50
1,15,16,17,18,19,20,25,26,27,32,35,41,49,53,56,57,66,67,69,32
2,3,4,5,6,7,9,10,16,32,35,36,40,43,44,50,53,60,64,67,2
1,8,11,17,18,19,20,21,26,27,28,29,30,35,39,45,47,53,55,60,30
3,6,11,15,19,21,25,26,27,35,36,43,47,51,58,60,61,63,69,70,25
3,14,15,20,24,29,35,36,38,41,43,47,51,56,60,62,63,64,65,66,29
2,3,8,10,16,22,27,32,36,38,39,41,46,47,48,52,53,56,60,61,47
3,5,6,9,12,25,28,29,30,38,39,42,43,49,51,55,61,68,69,70,42
2,11,18,22,25,26,28,30,34,40,45,52,53,54,55,61,62,64,65,70,30
1,3,5,8,16,17,25,27,30,38,40,42,44,52,53,54,63,64,68,69,3
2,6,8,9,11,12,21,22,30,32,33,36,40,41,46,50,54,56,59,70,32
4,11,14,17,18,25,26,34,35,39,48,49,55,56,57,59,60,61,63,65,18
5,6,7,12,15,17,24,28,33,36,38,44,46,48,59,60,61,63,68,69,24
1,2,4,12,20,21,23,25,26,29,30,34,35,38,47,52,58,61,62,68,20
2,5,7,8,11,12,13,19,20,24,34,36,37,45,46,48,52,54,59,65,59
6,17,19,20,22,25,26,28,35,36,37,38,44,45,55,57,58,61,62,65,65
3,4,9,17,18,20,21,24,25,27,30,32,34,35,37,45,55,60,68,69,9
1,5,10,12,14,19,23,25,30,31,36,37,39,44,46,51,62,64,65,69,69
1,12,18,19,21,24,26,33,34,35,36,37,39,44,49,56,58,62,64,65,35
3,6,10,13,14,15,22,25,26,28,29,34,36,40,49,54,59,60,64,68,68
1,6,11,14,16,20,25,35,36,38,45,46,49,52,53,56,57,58,66,67,46
5,7,11,13,14,25,27,31,34,35,36,37,39,43,44,49,53,59,67,68,11
2,4,10,19,24,25,26,30,32,34,44,50,51,57,58,60,61,63,66,68,61
7,8,11,14,16,18,26,30,31,32,34,35,40,42,52,57,61,65,68,70,52
3,6,10,13,14,21,23,28,32,34,36,37,39,43,49,52,55,58,60,67,13
10,13,19,20,21,24,25,28,32,34,35,38,47,48,50,54,55,57,65,66,65
1,2,5,6,7,8,12,14,22,26,27,31,35,40,43,46,55,60,67,68,2
1,4,5,6,9,12,21,27,30,37,41,45,46,48,49,52,53,59,62,64,62
9,11,14,18,22,24,29,33,38,44,48,52,53,55,56,58,59,66,69,70,48
2,6,14,17,20,21,23,26,35,39,40,45,52,56,57,59,65,67,69,70,35
7,8,11,14,17,23,26,29,31,32,39,41,48,49,54,55,56,61,63,65,8
4,11,13,14,16,19,22,23,29,35,37,41,49,50,51,53,57,60,61,64,41
4,5,6,18,21,25,28,29,30,34,36,37,39,45,50,54,55,58,59,63,54
5,19,22,25,28,31,37,40,41,44,45,46,54,55,59,60,62,63,65,69,41
5,7,11,12,13,14,15,16,29,33,37,44,48,49,50,51,63,65,67,68,63
2,4,7,8,12,13,14,15,17,32,34,36,37,38,51,53,59,62,65,69,32
9,10,12,13,17,19,21,22,24,31,34,37,42,47,48,58,59,62,65,67,9
1,6,11,12,14,16,18,19,27,30,44,51,53,54,57,62,63,65,66,67,12
2,7,8,10,18,19,21,25,26,32,38,44,45,48,50,52,53,55,62,66,45
1,7,8,12,15,16,18,23,26,30,31,33,39,40,47,53,57,59,67,69,16
5,15,16,17,19,22,23,26,35,40,42,43,44,45,54,57,58,63,65,69,45
4,17,19,21,22,25,27,31,36,39,42,43,44,46,48,50,51,53,61,70,39
2,6,8,9,14,18,26,28,31,33,45,47,51,53,55,56,58,62,63,70,62
2,3,7,9,13,14,22,24,27,30,34,38,39,44,50,55,58,64,66,69,22
1,4,5,13,14,17,19,26,27,28,32,35,52,53,55,56,58,60,67,70,13
2,7,10,11,14,18,29,30,35,38,43,44,47,49,50,51,52,53,55,58,2
4,9,10,11,16,19,21,28,29,30,31,36,39,43,46,49,60,61,66,69,4
2,6,9,11,14,17,18,21,28,33,34,35,37,39,43,52,60,62,68,70,9
5,8,10,11,18,29,32,33,34,37,46,49,55,57,58,59,62,64,65,70,18
2,3,10,13,20,24,25,28,30,33,34,38,47,53,56,57,60,62,66,67,56
2,7,9,10,16,19,22,25,27,29,32,33,47,49,58,60,63,64,68,70,7
5,8,11,19,24,25,27,30,36,38,39,41,46,47,49,55,57,58,62,68,25
8,10,15,18,20,22,26,29,34,35,37,42,50,52,53,56,57,60,67,69,26
3,7,9,12,16,18,22,29,36,39,46,47,48,55,56,62,63,64,67,69,47
1,7,9,12,13,15,22,28,29,37,38,44,45,47,53,55,57,60,65,67,29
10,19,22,25,27,28,32,36,38,41,42,44,47,48,51,54,60,62,65,68,42
2,4,9,16,17,20,21,23,27,28,29,31,33,35,42,52,58,60,67,68,68
2,3,6,11,19,23,24,26,27,30,31,32,41,42,52,54,55,60,61,69,27
1,2,3,6,8,12,14,15,17,23,26,31,32,35,42,53,56,57,63,68,42
1,2,3,4,5,11,17,31,38,42,46,48,51,53,56,59,60,64,66,68,56
1,5,9,13,15,27,37,38,40,42,43,44,47,50,54,57,58,60,68,69,47
2,10,15,18,21,22,23,24,27,28,30,37,39,43,47,50,56,57,66,68,22
3,9,13,14,15,17,18,20,21,25,31,32,39,44,45,46,49,50,54,67,39
4,13,14,20,22,24,31,32,33,37,39,45,49,51,57,58,60,61,62,68,33
7,8,11,15,16,17,18,20,25,30,41,46,47,48,51,53,55,56,57,69,51
1,4,5,7,9,10,14,15,20,25,34,39,40,42,51,55,56,67,68,69,4
2,5,7,10,12,13,16,22,24,28,32,39,44,49,51,52,57,58,61,65,32
2,4,10,18,23,29,31,32,33,34,35,36,37,44,46,49,52,57,58,65,10
1,10,11,13,18,20,24,25,32,38,44,51,52,56,59,60,61,62,65,66,38
5,10,12,14,18,22,26,28,38,39,41,42,43,45,47,51,52,57,67,68,67
4,5,9,10,16,17,18,20,29,31,37,39,41,42,45,51,52,55,57,63,16
6,10,11,14,16,17,19,26,31,32,41,42,46,49,50,53,57,58,61,69,41
9,12,20,21,24,31,34,38,42,46,47,48,49,55,56,57,60,61,66,69,21
6,10,11,16,17,23,24,28,29,30,37,39,50,54,55,56,58,64,67,70,39
1,5,7,9,11,13,15,27,29,31,32,33,34,36,38,44,50,54,59,61,59
1,3,12,16,18,20,22,24,26,30,32,34,38,39,41,43,46,49,66,70,66
4,15,19,22,27,30,40,41,45,47,49,50,51,56,58,61,63,65,68,70,27
5,14,20,24,25,26,29,33,35,36,38,39,42,53,54,55,57,59,60,64,57
1,7,15,18,21,23,27,32,35,39,44,45,49,55,59,61,63,66,67,69,23
2,3,6,9,10,11,18,21,28,31,32,38,39,51,53,56,58,64,65,67,32
2,4,15,16,18,20,25,28,33,37,42,45,49,54,55,57,60,64,65,66,65
5,8,10,14,20,25,26,28,31,34,38,40,46,47,49,50,56,60,62,66,26
1,2,3,9,14,16,20,23,26,29,30,32,34,43,45,47,49,51,54,56,47
1,4,6,7,8,12,14,16,17,18,20,27,28,34,36,39,50,57,59,65,27
4,7,9,14,15,17,18,19,20,23,25,29,32,33,34,41,43,49,53,54,53
1,4,7,11,15,18,20,21,31,32,33,35,44,45,46,52,53,58,62,63,20
15,20,36,38,39,42,43,44,45,49,50,52,53,55,57,58,61,62,64,67,43
3,7,10,14,17,19,21,24,26,29,35,37,44,47,51,52,57,58,60,62,58
1,4,9,10,12,15,16,22,25,29,30,33,44,47,49,55,58,60,67,69,55
2,4,6,7,10,13,14,19,28,31,36,40,43,44,46,50,53,55,65,66,31
3,7,10,14,17,22,27,28,29,30,31,37,40,41,47,48,49,53,54,66,40
5,7,16,19,20,28,30,32,33,38,43,45,46,52,53,55,56,59,66,68,5
2,3,5,6,18,20,22,26,27,28,36,46,51,52,54,55,57,64,66,67,5
13,17,20,21,22,23,28,29,37,38,39,40,42,44,59,60,61,62,67,70,37
2,8,10,13,26,27,34,36,37,38,40,41,44,47,50,55,61,62,65,68,8
1,3,5,7,17,18,23,28,32,35,37,38,48,50,55,57,59,67,68,69,48
1,2,5,12,13,14,15,20,21,23,24,31,35,39,40,46,60,62,67,70,20
3,4,6,17,20,26,29,32,37,38,40,43,44,45,54,55,57,58,61,64,43
1,3,5,9,13,29,32,35,36,44,45,50,51,55,56,59,60,66,68,70,51
2,6,9,12,13,15,18,19,20,23,34,35,40,44,49,56,58,60,65,69,6
1,2,4,7,14,17,18,23,24,25,29,40,42,45,46,55,56,60,64,68,25
5,8,11,13,14,27,29,32,34,36,37,43,45,46,56,59,60,63,65,66,56
3,8,10,12,15,16,28,29,31,32,33,36,40,41,43,45,47,55,60,65,8
5,10,11,15,20,23,25,28,31,38,44,46,52,56,60,61,64,66,67,68,66
2,3,5,6,8,9,11,22,24,38,40,43,45,47,48,49,57,61,62,67,49
1,2,9,12,22,24,27,31,33,35,37,40,42,44,48,52,58,63,68,70,40
3,6,8,10,11,15,28,36,41,45,47,49,52,56,58,60,61,64,67,68,56
1,6,7,11,12,15,18,25,34,36,37,38,44,52,53,56,60,61,65,69,18
12,17,20,23,24,26,29,38,41,43,49,52,53,55,56,57,59,60,64,66,26
2,3,5,7,10,15,18,19,20,26,29,33,39,49,54,55,58,59,60,69,29
1,4,7,8,20,25,27,33,34,35,37,42,53,54,58,62,64,65,66,68,62
1,7,9,10,16,18,20,22,23,25,28,35,38,43,53,56,59,60,66,68,59
4,5,6,8,11,17,30,32,33,35,36,41,47,49,55,56,60,64,68,70,33
1,2,3,4,6,11,12,25,29,34,36,46,48,49,50,51,58,63,65,66,29
4,6,15,23,25,30,32,35,40,44,45,53,54,55,56,58,60,64,67,70,35
1,2,5,9,13,19,21,26,27,31,32,34,37,38,53,54,55,62,63,68,5
3,10,12,13,18,21,22,27,30,38,45,51,52,53,54,58,62,63,64,66,10
2,6,8,14,16,18,23,27,30,35,37,38,39,46,48,51,52,60,61,70,46
3,8,10,11,15,17,24,25,26,30,31,33,37,38,49,52,56,59,60,63,37
2,4,7,9,11,12,15,17,19,20,32,36,37,44,47,48,49,50,53,67,7
3,5,8,9,10,11,13,18,19,20,24,29,32,35,41,53,60,61,68,69,60
1,4,9,16,18,25,28,33,35,37,38,39,43,45,52,53,55,58,64,66,1
3,12,15,18,27,32,35,40,48,50,51,53,55,57,59,62,63,64,65,69,48
3,5,14,15,23,27,28,34,39,40,41,52,55,56,58,59,60,63,67,68,23
8,10,12,14,17,21,26,33,34,39,43,44,53,54,55,58,59,64,68,70,8
11,16,19,21,22,26,27,30,31,33,37,42,43,45,46,50,55,59,62,68,50
5,8,9,14,26,29,31,32,33,37,42,48,50,51,56,58,60,64,65,66,56
4,13,14,17,18,19,23,26,28,32,34,37,42,43,46,54,58,60,62,68,37
4,6,8,12,24,25,29,33,34,38,43,48,50,51,57,59,63,64,65,70,63
2,10,12,22,28,29,30,33,35,39,42,43,46,49,56,58,60,61,62,63,46
4,7,8,13,14,15,20,30,33,34,37,38,40,48,52,54,55,60,61,62,14
2,4,8,12,17,20,35,37,38,40,43,44,46,50,54,56,59,60,62,64,43
7,17,18,19,20,27,28,31,35,37,40,41,48,50,55,56,66,68,69,70,28
1,2,6,7,9,10,16,17,18,22,29,32,35,38,40,45,48,54,62,69,7
3,4,5,10,14,16,17,21,22,24,35,41,42,50,53,55,57,58,59,62,58
1,12,13,23,25,27,31,32,34,35,37,43,47,49,53,58,60,63,64,65,58
10,11,12,14,16,19,24,25,32,33,34,35,36,42,48,56,61,64,65,69,33
6,7,8,11,14,22,31,38,40,46,47,52,53,54,56,57,61,63,66,69,69
5,11,14,16,18,20,22,38,39,42,43,46,47,52,54,57,58,60,63,69,47
1,3,5,9,13,17,19,21,27,30,35,40,41,42,43,44,45,58,59,68,35
2,13,17,27,30,33,34,42,44,47,52,54,56,57,59,63,66,67,68,69,57
9,10,13,17,22,28,30,31,39,42,43,45,51,52,55,57,61,62,64,65,65
5,9,17,21,24,25,29,30,34,39,40,41,44,47,48,57,59,60,62,70,5
2,3,6,9,15,17,23,25,27,28,30,35,46,48,51,57,59,62,66,68,6
2,5,7,10,13,14,17,21,23,24,30,37,38,43,46,52,53,58,60,69,46
5,7,8,12,13,19,21,23,24,26,28,31,39,51,56,57,65,66,68,69,51
2,8,17,20,30,31,33,38,39,42,46,50,51,52,53,55,57,59,62,65,53
3,9,12,17,18,19,21,26,27,36,39,41,43,44,48,51,54,64,69,70,41
1,3,14,15,18,19,20,28,33,34,40,42,46,50,57,58,60,63,68,69,63
4,11,13,15,21,24,28,29,32,33,34,37,42,43,44,47,48,55,58,62,15
12,13,15,16,26,28,29,31,42,43,46,47,50,51,52,56,59,65,66,68,43
1,4,6,9,16,18,20,21,26,28,29,32,37,39,40,45,49,52,55,60,49
3,7,11,19,26,31,36,38,39,44,45,46,52,53,54,61,63,67,68,70,63
1,2,7,10,11,12,13,18,22,23,28,30,33,38,39,44,46,55,63,65,30
1,4,12,13,14,15,17,19,26,32,34,39,41,45,47,49,50,54,66,70,66
7,14,22,23,24,25,29,33,34,38,40,42,45,46,53,55,57,60,63,70,40
10,11,14,16,17,22,24,25,28,30,32,37,41,58,60,63,64,65,67,68,30
1,3,9,18,22,26,40,41,43,50,51,52,55,58,60,63,64,65,67,70,65
3,5,8,10,15,16,18,27,28,32,33,41,48,50,51,55,59,64,67,68,64
7,11,13,21,23,24,25,26,28,29,37,38,45,50,51,54,57,62,65,66,25
2,3,6,9,16,20,21,22,23,30,32,37,39,47,50,54,59,68,69,70,30
3,8,10,15,18,25,27,29,30,31,34,36,40,43,44,49,53,54,57,65,57
1,7,9,12,16,17,21,22,24,26,27,41,44,49,51,54,64,66,67,68,9
8,17,25,30,35,36,39,41,42,43,46,56,57,58,62,63,64,65,67,70,46
3,6,8,10,11,16,17,19,24,28,34,36,39,42,43,57,61,64,65,66,28
1,3,6,11,13,15,17,20,23,27,39,41,43,45,50,53,60,65,66,69,20
1,3,4,5,10,13,16,17,20,36,38,39,44,46,47,52,54,56,59,65,59
1,5,6,16,18,31,35,41,42,46,50,51,52,53,56,57,58,59,64,65,42
2,3,5,6,10,14,16,20,22,27,28,31,33,36,50,51,58,60,65,68,10
4,9,12,16,23,32,33,37,39,41,42,50,51,52,53,55,60,62,63,64,23
1,11,13,16,20,29,30,31,34,36,40,47,49,50,52,53,60,65,67,70,29
3,4,5,10,13,19,22,23,28,30,33,34,41,42,44,50,52,60,62,66,4
4,5,15,18,20,21,31,35,39,42,45,46,48,50,53,57,58,62,67,69,18
1,2,6,10,11,15,19,23,27,28,29,30,33,34,39,41,43,55,61,62,6
6,11,14,19,22,23,24,28,31,32,35,36,37,38,41,53,56,61,68,70,56
4,12,15,18,21,23,24,26,29,33,37,39,43,46,48,61,62,65,66,68,33
2,3,6,7,11,14,22,27,28,34,37,43,44,45,48,59,62,65,68,70,28
3,5,9,11,12,13,20,22,23,27,45,52,53,59,62,63,65,66,68,69,12
2,7,10,13,15,18,21,23,24,25,32,39,40,41,42,43,48,60,65,68,60
1,6,14,15,17,22,25,27,30,34,38,41,44,48,49,51,54,55,63,66,49
5,8,13,14,15,21,25,27,30,34,39,44,49,50,62,64,65,66,69,70,39
7,8,11,12,17,20,25,27,31,36,39,42,44,46,47,48,49,64,65,68,12
1,2,6,7,9,10,12,25,28,35,36,49,51,52,53,55,58,60,62,64,10
4,7,8,14,15,20,24,30,31,32,34,38,46,50,54,55,60,63,68,70,24
2,4,5,9,13,15,27,31,37,38,40,42,43,45,48,57,59,60,61,64,64
3,10,11,12,24,31,42,51,52,55,57,60,61,62,64,65,66,68,69,70,60
2,4,6,16,19,20,22,26,30,36,38,40,48,52,53,55,61,64,66,70,61
3,5,9,10,11,14,18,28,37,38,39,40,41,42,45,49,51,61,64,66,28
2,10,14,17,20,22,27,32,34,36,38,39,40,47,53,60,65,66,67,68,14
1,3,5,7,8,9,12,29,34,35,37,38,39,43,51,58,62,63,65,69,69
2,3,5,16,20,22,23,29,31,36,37,40,42,43,49,53,54,62,67,70,40
1,4,16,21,25,26,30,32,36,38,40,46,49,52,54,56,63,66,69,70,4
6,15,17,21,24,27,30,36,38,39,41,44,47,48,50,53,62,65,68,70,47
4,9,11,18,24,25,32,34,36,40,41,42,50,54,56,57,60,63,64,68,24
5,10,11,14,17,21,27,31,34,37,39,41,45,46,47,49,51,56,64,68,27
6,9,11,14,21,23,24,25,33,37,38,42,44,47,48,57,59,61,64,67,67
5,7,14,16,17,19,20,21,22,23,25,28,33,39,40,42,57,58,60,63,5
11,15,16,18,21,22,23,24,28,38,39,47,52,54,60,63,65,68,69,70,21
2,3,14,16,17,25,30,31,32,33,39,40,50,54,59,61,65,67,68,70,39
1,8,9,18,20,21,26,31,34,35,38,40,47,52,53,61,65,67,69,70,26
5,8,13,15,16,22,24,25,30,31,32,43,47,51,52,57,58,61,68,70,25
3,8,20,22,23,24,25,28,32,34,40,44,46,47,48,51,57,61,64,69,22
